Country,Iso3c,2012 Rank,2012 Score,2013 Rank,2013 Score,2014 Rank,2014 Score,2015 Rank,2015 Score,2016 Rank,2016 Score,2017 Rank,2017 Score,2018 Rank,2018 Score,2019 Rank,2019 Score,2020 Rank,2020 Score,2021 Rank,2021 Score,2022 Rank,2022 Score
Sierra Leone,SLE,72,2.36465995360453,78,1.81963900407464,86,1.31972173286483,96,0.890406938670335,101,0.555070295221389,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Singapore,SGP,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Slovakia,SVK,103,0.508313378859537,105,0.290978597681926,106,0.157670277511823,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,58,2.78365901162542
Slovenia,SVN,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Somalia,SOM,7,7.96412287824411,7,7.82010033437536,7,7.67883911695263,8,7.69863379983345,5,8.18490875982509,3,8.73583587614976,3,8.67457999951746,3,8.57545882457188,3,8.48952265721841,3,8.4285365065514,3,8.46303091321381
South Africa,ZAF,112,0.0,110,0.0,110,0.0,90,1.24105004001805,95,0.826318935360223,102,0.508313378859537,70,2.85021432700837,74,2.28223644448305,76,1.73086448260274,76,1.24105004001805,79,0.826318935360223
South Korea,KOR,112,0.0,110,0.0,110,0.0,85,1.52018198264983,93,1.05831156396975,100,0.681851850109894,107,0.406455517152519,109,0.226890594371813,105,0.0,96,0.0,93,0.0
South Sudan,SSD,112,0.0,48,3.74745760400636,49,3.59926830800999,45,4.07276543075157,55,3.48109312645987,65,2.89697124337022,77,2.17728451044181,86,1.53496511690485,105,0.0,96,0.0,93,0.0
Spain,ESP,55,3.25666984416089,70,2.38683533002177,79,1.84047838100646,88,1.2812801910983,84,1.52018198264983,36,5.14652012465434,45,4.57760922704372,51,4.03453634256551,52,3.44321295588794,55,2.85659658693498,60,2.71155123867754
Sri Lanka,LKA,24,5.44377836202913,39,4.20071483496667,82,1.61872010018452,99,0.757098618500233,103,0.458883222981342,86,1.52018198264983,64,3.12269398841545,18,6.63518092830345,22,6.03615498474211,25,5.43753087732316,29,4.83922720831201
Sudan,SDN,25,5.39654246903088,26,5.05395337043641,33,4.47678285129366,42,4.47531668711951,53,3.82137931006798,59,3.61396011347678,68,2.88781991675726,74,2.28223644448305,84,1.31972173286483,84,0.890406938670335,93,0.0
Sweden,SWE,89,1.45838482119566,92,0.950071442336124,100,0.290978597681926,61,3.06469735854517,66,2.7555332060325,57,3.78737818204056,61,3.26464033648049,65,2.80078417113018,68,2.16322253728063,71,1.60531219912934,64,2.30659840182477
Switzerland,CHE,87,1.52018198264983,90,1.05831156396975,95,0.681851850109894,104,0.406455517152519,106,0.0,89,1.24105004001805,78,2.16322253728063,85,1.63192329244602,57,3.09418176981569,56,2.77671285143021,65,2.20474054011775
Syria,SYR,4,8.23807858679659,4,8.44595320595531,5,8.30623730391227,6,8.02566506801314,7,8.09880903867056,7,7.9635080118015,8,7.82179614630118,6,7.91999034103741,5,8.31513238216964,6,8.26125077445303,5,8.16124283985543
Taiwan,TWN,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,86,1.52018198264983,96,1.05831156396975,102,0.681851850109894,96,0.406455517152519,94,0.226890594371813,93,0.0
Tajikistan,TJK,40,4.29303845179251,49,3.73603349738636,57,3.2072396882827,95,1.10774171984795,100,0.681851850109894,71,2.30659840182477,29,5.46677364783521,35,5.17486198878431,40,4.57760922704372,47,3.98251569360224,50,3.43835910425916
Tanzania,TZA,112,0.0,79,1.73086448260274,41,3.92716437740575,49,3.69119110980051,61,3.17704437125172,68,2.59929115724318,79,2.02517561733704,56,3.73257662818009,36,4.82334712093645,35,4.66042770867489,38,4.06493920272372
Thailand,THA,9,7.49981028301722,9,7.46915040588414,9,7.38503124914564,13,7.2451106405079,12,7.10705416202409,15,6.90127006236044,18,6.6616578475248,19,6.56725767193117,19,6.17890593511953,22,5.72660107492515,26,5.43010356401221
The Gambia,GMB,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Timor-Leste,TLS,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Togo,TGO,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,76,1.24105004001805,27,4.91452749604481
Trinidad and Tobago,TTO,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Tunisia,TUN,54,3.34417397726558,29,4.91687907409454,22,5.37676323416962,24,6.28429629859363,23,6.03478606886304,29,5.61823050721013,28,5.5231784237347,34,5.23826510669601,37,4.74964515540745,39,4.45702659987882,40,3.98854815061379
Turkey,TUR,11,7.38746309910131,13,7.01562557869929,17,6.46989427809295,9,7.50347528882979,6,8.17335727543639,8,7.83444000770734,11,7.41075633513863,16,7.04267726448863,17,6.48419827648613,23,5.67868608153122,23,5.60030397717011
Turkmenistan,TKM,112,0.0,110,0.0,48,3.60997794698564,50,3.651537525376,63,3.06469735854517,70,2.48990864139466,81,1.93774847442113,95,1.00588385814093,105,0.0,96,0.0,93,0.0
Uganda,UGA,33,4.63477860577392,42,4.03940842471919,54,3.446433787525,57,3.24457464986636,69,2.66521199549208,76,2.10457007854592,86,1.5778561694534,92,1.10774171984795,105,0.0,45,4.1919351423495,48,3.59926830800999
Ukraine,UKR,50,3.78954286976635,54,3.32773603641734,53,3.48109312645987,31,5.38466093558856,38,4.9354649831696,44,4.60414130420658,49,4.32911365154739,55,3.82864215547336,61,2.958454448642,63,2.30057195029442,73,1.53496511690485
United Arab Emirates,ARE,112,0.0,110,0.0,70,2.45014106978246,76,2.26979317520095,79,1.73086448260274,89,1.24105004001805,98,0.826318935360223,109,0.226890594371813,105,0.0,96,0.0,76,1.24105004001805
United Kingdom,GBR,35,4.56843478474988,32,4.58969234989311,32,4.4970523486036,38,4.52797454392638,37,4.96595037468554,22,6.0263640153452,26,5.69040611457597,32,5.35863713757113,32,5.0212772833144,37,4.55292438675287,42,3.83993337254492
United States of America,USA,39,4.31803762983372,25,5.05720400310108,25,5.02775710004577,32,5.32962295389738,25,5.88044572477994,17,6.61403521123875,21,6.1499103429367,24,6.04176897651031,27,5.53287983711359,28,5.01841070987634,30,4.79879824209937
Uruguay,URY,95,0.890406938670335,97,0.555070295221389,110,0.0,106,0.0,106,0.0,82,1.73086448260274,91,1.24105004001805,96,0.826318935360223,74,1.81963900407464,75,1.31972173286483,79,0.826318935360223
Uzbekistan,UZB,83,1.84047838100646,87,1.33832013343272,100,0.290978597681926,88,1.2812801910983,95,0.826318935360223,102,0.508313378859537,108,0.290978597681926,111,0.157670277511823,105,0.0,96,0.0,70,1.73086448260274
Venezuela,VEN,69,2.40845626353178,63,2.64919686567386,80,1.79828502296523,72,2.46025571485066,76,2.16322253728063,85,1.63192329244602,34,5.12832287680465,42,4.53119024275218,47,3.9894065053194,46,3.999640853107,51,3.40864957703915
Vietnam,VNM,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,87,1.52018198264983,93,1.05831156396975,89,0.681851850109894,88,0.406455517152519,89,0.226890594371813
Yemen,YEM,5,8.09851264854003,6,7.98373208481024,6,7.97955827045849,5,8.04071476546904,9,7.88990096485981,11,7.4970067274655,13,7.18571875654742,17,6.84737091116462,20,6.15868362248814,21,5.88620654742605,22,5.61640219300924
Zambia,ZMB,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
Zimbabwe,ZWE,112,0.0,110,0.0,110,0.0,106,0.0,106,0.0,108,0.0,110,0.0,112,0.0,105,0.0,96,0.0,93,0.0
